token,n,unique_ids,unique_authors
3404.8,1,1,1
3406.72,1,1,1
3408.64,1,1,1
3410.56,1,1,1
3412.48,1,1,1
3414.4,1,1,1
3416.32,1,1,1
3418.24,1,1,1
3420.16,1,1,1
3422.08,1,1,1
3424,1,1,1
3425.92,1,1,1
3427.84,1,1,1
3429.76,1,1,1
3431.68,1,1,1
3433.6,1,1,1
3435.52,1,1,1
3437.44,1,1,1
3439.36,1,1,1
3441.28,1,1,1
3443.2,1,1,1
3445.12,1,1,1
3447.04,1,1,1
3448.96,1,1,1
345,1,1,1
3450.88,1,1,1
3452.8,1,1,1
3454.72,1,1,1
3456.64,1,1,1
3458.56,1,1,1
3460.48,1,1,1
3462.4,1,1,1
3464.32,1,1,1
3466.24,1,1,1
3468.16,1,1,1
3470.08,1,1,1
3472,1,1,1
3473.92,1,1,1
3475.84,1,1,1
3477.76,1,1,1
3479.68,1,1,1
3481.6,1,1,1
3483.52,1,1,1
3485.44,1,1,1
3487.36,1,1,1
3489.28,1,1,1
3491.2,1,1,1
3493.12,1,1,1
3495.04,1,1,1
3496.96,1,1,1
3498.88,1,1,1
3500.8,1,1,1
3502.72,1,1,1
3504.64,1,1,1
3506.56,1,1,1
3508.48,1,1,1
3510.4,1,1,1
3512.32,1,1,1
3514.24,1,1,1
3516.16,1,1,1
3518.08,1,1,1
3520,1,1,1
3521.92,1,1,1
3523.84,1,1,1
3525.76,1,1,1
3527.68,1,1,1
3529.6,1,1,1
3531.52,1,1,1
3533.44,1,1,1
3535.36,1,1,1
3537.28,1,1,1
3539.2,1,1,1
3541.12,1,1,1
3543.04,1,1,1
3544.96,1,1,1
3546.88,1,1,1
3548.8,1,1,1
3550.72,1,1,1
3552.64,1,1,1
3554.56,1,1,1
3556.48,1,1,1
3558.4,1,1,1
3560.32,1,1,1
3562.24,1,1,1
3564.16,1,1,1
3566.08,1,1,1
3568,1,1,1
3569.92,1,1,1
3571.84,1,1,1
3573.76,1,1,1
3575.68,1,1,1
3577.6,1,1,1
3579.52,1,1,1
3581.44,1,1,1
3583.36,1,1,1
3585.28,1,1,1
3587.2,1,1,1
3589.12,1,1,1
3591.04,1,1,1
3592.96,1,1,1
3594.88,1,1,1
3596.8,1,1,1
3598.72,1,1,1
3600.64,1,1,1
3602.56,1,1,1
3604.48,1,1,1
3606.4,1,1,1
3608.32,1,1,1
3610.24,1,1,1
3612.16,1,1,1
3614.08,1,1,1
3616,1,1,1
3617.92,1,1,1
3619.84,1,1,1
3621.76,1,1,1
3623.68,1,1,1
3625.6,1,1,1
3627.52,1,1,1
3629.44,1,1,1
3631.36,1,1,1
3633.28,1,1,1
3635.2,1,1,1
3637.12,1,1,1
3639.04,1,1,1
3640.96,1,1,1
3642.88,1,1,1
3644.8,1,1,1
3646.72,1,1,1
3648.64,1,1,1
3650.56,1,1,1
3652.48,1,1,1
3654.4,1,1,1
3656.32,1,1,1
3658.24,1,1,1
3660.16,1,1,1
3662.08,1,1,1
3664,1,1,1
3665.92,1,1,1
3667.84,1,1,1
3669.76,1,1,1
3671.68,1,1,1
3673.6,1,1,1
3675.52,1,1,1
3677.44,1,1,1
3679.36,1,1,1
3681.28,1,1,1
3683.2,1,1,1
3685.12,1,1,1
3687.04,1,1,1
3688.96,1,1,1
3690.88,1,1,1
3692.8,1,1,1
3694.72,1,1,1
3696.64,1,1,1
3698.56,1,1,1
37.612932,1,1,1
3700.48,1,1,1
3702.4,1,1,1
3704.32,1,1,1
3706.24,1,1,1
3708.16,1,1,1
3710.08,1,1,1
3712,1,1,1
3713.92,1,1,1
3715.84,1,1,1
3717.76,1,1,1
3719.68,1,1,1
3721.6,1,1,1
3723.52,1,1,1
3725.44,1,1,1
3727.36,1,1,1
3729.28,1,1,1
3731.2,1,1,1
3733.12,1,1,1
3735.04,1,1,1
3736.96,1,1,1
3738.88,1,1,1
3740.8,1,1,1
3742.72,1,1,1
3744.64,1,1,1
3746.56,1,1,1
3748.48,1,1,1
3750.4,1,1,1
3752.32,1,1,1
3754.24,1,1,1
3756.16,1,1,1
3758.08,1,1,1
3760,1,1,1
3761.92,1,1,1
3763.84,1,1,1
3765.76,1,1,1
3767.68,1,1,1
3769.6,1,1,1
3771.52,1,1,1
3773.44,1,1,1
3775.36,1,1,1
3777.28,1,1,1
3779.2,1,1,1
3781.12,1,1,1
3783.04,1,1,1
3784.96,1,1,1
3786.88,1,1,1
3788.8,1,1,1
3790.72,1,1,1
3792.64,1,1,1
3794.56,1,1,1
3796.48,1,1,1
3798.4,1,1,1
3800.32,1,1,1
3802.24,1,1,1
3804.16,1,1,1
3806.08,1,1,1
3808,1,1,1
3809.92,1,1,1
3811.84,1,1,1
3813.76,1,1,1
3815.68,1,1,1
3817.6,1,1,1
3819.52,1,1,1
3821.44,1,1,1
3823.36,1,1,1
3825.28,1,1,1
3827.2,1,1,1
3829.12,1,1,1
3831.04,1,1,1
3832.96,1,1,1
3834.88,1,1,1
3836.8,1,1,1
3838.72,1,1,1
3840.64,1,1,1
3842.56,1,1,1
3844.48,1,1,1
3846.4,1,1,1
3848.32,1,1,1
3850.24,1,1,1
3852.16,1,1,1
3854.08,1,1,1
3856,1,1,1
3857.92,1,1,1
3859.84,1,1,1
3861.76,1,1,1
3863.68,1,1,1
3865.6,1,1,1
3867.52,1,1,1
3869.44,1,1,1
3871.36,1,1,1
3873.28,1,1,1
3875.2,1,1,1
3877.12,1,1,1
3879.04,1,1,1
3880.96,1,1,1
3882.88,1,1,1
3884.8,1,1,1
3886.72,1,1,1
3888.64,1,1,1
3890.56,1,1,1
3892.48,1,1,1
3894.4,1,1,1
3896.32,1,1,1
3898.24,1,1,1
3900.16,1,1,1
3902.08,1,1,1
3904,1,1,1
3905.92,1,1,1
3907.84,1,1,1
3909.76,1,1,1
3911.68,1,1,1
3913.6,1,1,1
3915.52,1,1,1
3917.44,1,1,1
3919.36,1,1,1
3921.28,1,1,1
3923.2,1,1,1
3925.12,1,1,1
3927.04,1,1,1
3928.96,1,1,1
3930.88,1,1,1
3932.8,1,1,1
3934.72,1,1,1
3936.64,1,1,1
3938.56,1,1,1
3940.48,1,1,1
3942.4,1,1,1
3944.32,1,1,1
3946.24,1,1,1
3948.16,1,1,1
3950.08,1,1,1
3952,1,1,1
3953.92,1,1,1
3955.84,1,1,1
3957.76,1,1,1
3959.68,1,1,1
3961.6,1,1,1
3963.52,1,1,1
3965.44,1,1,1
3967.36,1,1,1
3969.28,1,1,1
3971.2,1,1,1
3973.12,1,1,1
3975.04,1,1,1
3976.96,1,1,1
3978.88,1,1,1
3980.8,1,1,1
3982.72,1,1,1
3984.64,1,1,1
3986.56,1,1,1
3988.48,1,1,1
3990.4,1,1,1
3992.32,1,1,1
3994.24,1,1,1
3996.16,1,1,1
3998.08,1,1,1
3c,1,1,1
4.03,1,1,1
4.12,1,1,1
4.13,1,1,1
4.15,1,1,1
4.22,1,1,1
4.23,1,1,1
4.24,1,1,1
4.26,1,1,1
4.28,1,1,1
4.3,1,1,1
4.32,1,1,1
4.38,1,1,1
4.42,1,1,1
4.50,1,1,1
4.61,1,1,1
4.64,1,1,1
4.68,1,1,1
4.83,1,1,1
4.83m,1,1,1
4.85,1,1,1
4.87,1,1,1
4.89,1,1,1
4.9,1,1,1
40.00,1,1,1
4000,1,1,1
401.92,1,1,1
403.84,1,1,1
405.76,1,1,1
407.68,1,1,1
409.6,1,1,1
40m,1,1,1
411.52,1,1,1
413.44,1,1,1
415.36,1,1,1
417.28,1,1,1
419.2,1,1,1
421.12,1,1,1
423.04,1,1,1
424.96,1,1,1
426.88,1,1,1
428.8,1,1,1
430.72,1,1,1
432.64,1,1,1
434.56,1,1,1
435,1,1,1
436.48,1,1,1
438.4,1,1,1
440.32,1,1,1
442.24,1,1,1
444.16,1,1,1
446.08,1,1,1
448,1,1,1
449.92,1,1,1
451.84,1,1,1
453.76,1,1,1
455.68,1,1,1
457.6,1,1,1
459.52,1,1,1
461.44,1,1,1
463.36,1,1,1
465.28,1,1,1
467.2,1,1,1
469.12,1,1,1
470,1,1,1
471.04,1,1,1
472.96,1,1,1
474.88,1,1,1
476.8,1,1,1
478.72,1,1,1
480.64,1,1,1
482.56,1,1,1
484.48,1,1,1
486.4,1,1,1
488.32,1,1,1
490.24,1,1,1
492.16,1,1,1
494.08,1,1,1
497.92,1,1,1
4979,1,1,1
499.84,1,1,1
4990c,1,1,1
4pm,1,1,1
5.05,1,1,1
5.07,1,1,1
5.12,1,1,1
5.15,1,1,1
5.20,1,1,1
5.23,1,1,1
5.25,1,1,1
5.29,1,1,1
5.48,1,1,1
5.55,1,1,1
5.59,1,1,1
5.64,1,1,1
5.65,1,1,1
5.8,1,1,1
5.81,1,1,1
5.83,1,1,1
5.87,1,1,1
5.88,1,1,1
5.89,1,1,1
5.95,1,1,1
50.00,1,1,1
501.76,1,1,1
5011,1,1,1
503.68,1,1,1
505.6,1,1,1
507.52,1,1,1
509.44,1,1,1
50th,1,1,1
51.777268,1,1,1
511.36,1,1,1
513.28,1,1,1
515.2,1,1,1
517.12,1,1,1
519.04,1,1,1
520.96,1,1,1
522.88,1,1,1
524.8,1,1,1
526.72,1,1,1
528.64,1,1,1
530,1,1,1
530.56,1,1,1
532.48,1,1,1
534.4,1,1,1
536.32,1,1,1
538.24,1,1,1
540,1,1,1
540.16,1,1,1
542.08,1,1,1
544,1,1,1
545.92,1,1,1
547.84,1,1,1
549.76,1,1,1
551.68,1,1,1
553.6,1,1,1
555.52,1,1,1
557.44,1,1,1
559.36,1,1,1
561.28,1,1,1
563.2,1,1,1
565.12,1,1,1
567.04,1,1,1
568.96,1,1,1
570,1,1,1
570.88,1,1,1
572.8,1,1,1
574.72,1,1,1
576.64,1,1,1
578.56,1,1,1
580,1,1,1
580.48,1,1,1
582.4,1,1,1
584.32,1,1,1
586.24,1,1,1
588.16,1,1,1
590,1,1,1
590.08,1,1,1
592,1,1,1
593.92,1,1,1
595.84,1,1,1
597.76,1,1,1
599.68,1,1,1
5x5x5,1,1,1
6.02,1,1,1
6.03,1,1,1
6.05,1,1,1
6.12,1,1,1
6.14,1,1,1
6.15,1,1,1
6.18,1,1,1
6.22,1,1,1
6.23,1,1,1
6.25,1,1,1
6.26.201,1,1,1
6.28,1,1,1
6.29,1,1,1
6.56,1,1,1
6.57,1,1,1
6.64,1,1,1
6.65,1,1,1
6.66,1,1,1
6.67,1,1,1
6.69,1,1,1
6.82,1,1,1
6.83,1,1,1
6.87,1,1,1
6.89,1,1,1
6.9,1,1,1
60.00,1,1,1
601.6,1,1,1
603.52,1,1,1
605.44,1,1,1
607.36,1,1,1
609.28,1,1,1
60m,1,1,1
610,1,1,1
611.2,1,1,1
613.12,1,1,1
615.04,1,1,1
616.96,1,1,1
618.88,1,1,1
620.8,1,1,1
622.72,1,1,1
624.64,1,1,1
626.56,1,1,1
628.48,1,1,1
630,1,1,1
630.4,1,1,1
632.32,1,1,1
634.24,1,1,1
636.16,1,1,1
637,1,1,1
638.08,1,1,1
6400,1,1,1
641.92,1,1,1
643.84,1,1,1
645.76,1,1,1
647.68,1,1,1
649.6,1,1,1
650,1,1,1
651.52,1,1,1
653.44,1,1,1
655.36,1,1,1
657.28,1,1,1
659.2,1,1,1
661.12,1,1,1
663.04,1,1,1
664.96,1,1,1
666.88,1,1,1
668.8,1,1,1
670,1,1,1
670.72,1,1,1
672.64,1,1,1
674.56,1,1,1
676,1,1,1
676.48,1,1,1
678.4,1,1,1
680.32,1,1,1
682.24,1,1,1
684.16,1,1,1
686.08,1,1,1
688,1,1,1
689.92,1,1,1
690,1,1,1
691.84,1,1,1
693.76,1,1,1
695.68,1,1,1
697.6,1,1,1
699.52,1,1,1
7_2,1,1,1
7.00m,1,1,1
7.03,1,1,1
7.06,1,1,1
7.08,1,1,1
7.12,1,1,1
7.13,1,1,1
7.15,1,1,1
7.19,1,1,1
7.20,1,1,1
7.23,1,1,1
7.26,1,1,1
7.33,1,1,1
7.33m,1,1,1
7.50,1,1,1
7.54,1,1,1
7.61,1,1,1
7.62,1,1,1
7.67,1,1,1
7.7,1,1,1
7.72,1,1,1
7.76,1,1,1
7.77,1,1,1
7.78,1,1,1
7.81,1,1,1
7.86,1,1,1
7.89,1,1,1
7.9,1,1,1
701.44,1,1,1
703.36,1,1,1
705.28,1,1,1
707.2,1,1,1
709.12,1,1,1
710,1,1,1
711.04,1,1,1
712.96,1,1,1
714.88,1,1,1
716.8,1,1,1
718.72,1,1,1
720.64,1,1,1
722.56,1,1,1
724.48,1,1,1
726.4,1,1,1
728.32,1,1,1
730,1,1,1
730.24,1,1,1
732.16,1,1,1
734.08,1,1,1
736,1,1,1
737.92,1,1,1
739.84,1,1,1
740,1,1,1
741.76,1,1,1
743.68,1,1,1
745.6,1,1,1
747.52,1,1,1
749.44,1,1,1
751.36,1,1,1
753.28,1,1,1
755.2,1,1,1
757.12,1,1,1
759.04,1,1,1
75th,1,1,1
760.96,1,1,1
762.88,1,1,1
764.8,1,1,1
766.72,1,1,1
768.64,1,1,1
77,1,1,1
770.56,1,1,1
772.48,1,1,1
774.4,1,1,1
776.32,1,1,1
778.24,1,1,1
780.16,1,1,1
782.08,1,1,1
784,1,1,1
785.92,1,1,1
787.84,1,1,1
789.76,1,1,1
791.68,1,1,1
793.6,1,1,1
795.52,1,1,1
797.44,1,1,1
799.36,1,1,1
8.00m,1,1,1
8.02,1,1,1
8.03,1,1,1
8.05,1,1,1
8.07,1,1,1
8.12,1,1,1
8.15,1,1,1
8.23,1,1,1
8.24.201,1,1,1
8.27,1,1,1
8.32,1,1,1
8.33,1,1,1
8.35,1,1,1
8.4,1,1,1
8.5,1,1,1
8.55,1,1,1
8.57,1,1,1
8.59,1,1,1
8.6,1,1,1
8.62,1,1,1
8.67,1,1,1
8.7,1,1,1
8.75,1,1,1
8.76,1,1,1
8.79,1,1,1
8.8,1,1,1
8.87,1,1,1
8.9,1,1,1
801.28,1,1,1
803.2,1,1,1
805.12,1,1,1
807.04,1,1,1
808.96,1,1,1
810.88,1,1,1
812.8,1,1,1
814.72,1,1,1
816.64,1,1,1
818.56,1,1,1
820.48,1,1,1
822.4,1,1,1
824.32,1,1,1
826.24,1,1,1
828.16,1,1,1
830.08,1,1,1
832,1,1,1
833.92,1,1,1
835.84,1,1,1
837.76,1,1,1
839.68,1,1,1
841.6,1,1,1
843.52,1,1,1
845.44,1,1,1
847.36,1,1,1
849.28,1,1,1
851.2,1,1,1
853.12,1,1,1
855.04,1,1,1
856.96,1,1,1
858.88,1,1,1
860.8,1,1,1
862.72,1,1,1
864.64,1,1,1
866.56,1,1,1
868.48,1,1,1
870.4,1,1,1
872.32,1,1,1
874.24,1,1,1
876.16,1,1,1
878.08,1,1,1
880,1,1,1
881.92,1,1,1
883.84,1,1,1
885.76,1,1,1
887.68,1,1,1
889.6,1,1,1
891.52,1,1,1
893.44,1,1,1
895.36,1,1,1
897.28,1,1,1
899.2,1,1,1
8δ18o,1,1,1
9.02,1,1,1
9.03,1,1,1
9.04,1,1,1
9.05,1,1,1
9.08,1,1,1
9.15,1,1,1
9.18,1,1,1
9.21,1,1,1
9.22,1,1,1
9.35,1,1,1
9.4,1,1,1
9.43,1,1,1
9.64,1,1,1
9.66,1,1,1
9.67,1,1,1
9.73,1,1,1
9.8,1,1,1
9.84,1,1,1
9.86,1,1,1
9.89,1,1,1
9.9,1,1,1
9.92,1,1,1
9.94,1,1,1
901.12,1,1,1
903.04,1,1,1
904.96,1,1,1
906.88,1,1,1
908.8,1,1,1
91,1,1,1
910.72,1,1,1
912.64,1,1,1
914.56,1,1,1
916.48,1,1,1
918.4,1,1,1
920,1,1,1
920.32,1,1,1
922.24,1,1,1
924.16,1,1,1
926.08,1,1,1
928,1,1,1
929.92,1,1,1
93,1,1,1
931.84,1,1,1
933.76,1,1,1
935.68,1,1,1
937.6,1,1,1
939.52,1,1,1
941.44,1,1,1
943.36,1,1,1
945.28,1,1,1
947.2,1,1,1
949.12,1,1,1
951.04,1,1,1
952.96,1,1,1
954.88,1,1,1
956.8,1,1,1
958.72,1,1,1
960.64,1,1,1
962.56,1,1,1
964.48,1,1,1
966.4,1,1,1
968.32,1,1,1
97.5th,1,1,1
970.24,1,1,1
972.16,1,1,1
974.08,1,1,1
976,1,1,1
977.92,1,1,1
979.84,1,1,1
981.76,1,1,1
983.68,1,1,1
985.6,1,1,1
987.52,1,1,1
989.44,1,1,1
991.36,1,1,1
993.28,1,1,1
995.2,1,1,1
997.12,1,1,1
999.04,1,1,1
99999999,1,1,1
9m,1,1,1
a29,1,1,1
a2a,1,1,1
a2a1,1,1,1
a2a3,1,1,1
a2b1,1,1,1
a5,1,1,1
abberviation,1,1,1
abgr,1,1,1
aborbance,1,1,1
absent,1,1,1
absorbancy,1,1,1
abundant,1,1,1
academy,1,1,1
acceptor,1,1,1
acclimated,1,1,1
accounted,1,1,1
accuracty,1,1,1
acetic,1,1,1
acetylglucosaminidase,1,1,1
acre,1,1,1
acronyms,1,1,1
activitiy,1,1,1
acuminetum,1,1,1
adaptation,1,1,1
administered,1,1,1
aduncus,1,1,1
affected,1,1,1
affine,1,1,1
ag,1,1,1
agglutinated,1,1,1
aging,1,1,1
ahrs,1,1,1
aiming,1,1,1
airborne,1,1,1
airtight,1,1,1
ais,1,1,1
ajadi,1,1,1
ak47,1,1,1
akademik,1,1,1
al2o3,1,1,1
alanine,1,1,1
albert,1,1,1
albertana,1,1,1
albolabiata,1,1,1
alcohols,1,1,1
aliquots,1,1,1
alison,1,1,1
aliss,1,1,1
alkane,1,1,1
allowable,1,1,1
alloxanthin,1,1,1
alluvial,1,1,1
allylic,1,1,1
alnus,1,1,1
alpestris,1,1,1
alphabetic,1,1,1
alpigena,1,1,1
alteration,1,1,1
alternatives,1,1,1
alway,1,1,1
am2,1,1,1
ameriflux,1,1,1
amide,1,1,1
amino,1,1,1
aminopeptidase,1,1,1
amp,1,1,1
ampliatum,1,1,1
anaerobic,1,1,1
anaktuvik,1,1,1
analyzing,1,1,1
androsace,1,1,1
angular,1,1,1
angustilancea,1,1,1
angustum,1,1,1
anisotropy,1,1,1
annually,1,1,1
ans,1,1,1
anthropogenic,1,1,1
aponina,1,1,1
application2,1,1,1
appliedmagnetic,1,1,1
apply,1,1,1
applys,1,1,1
appreviated,1,1,1
aq,1,1,1
aquifer,1,1,1
arbitrarily,1,1,1
arcgis,1,1,1
archaeological,1,1,1
archeological,1,1,1
archeologist,1,1,1
archived,1,1,1
archives,1,1,1
arcsde,1,1,1
arctoborealis,1,1,1
arcus,1,1,1
ardissonia,1,1,1
arenaria,1,1,1
arginine,1,1,1
armstrong,1,1,1
arp,1,1,1
artifacts,1,1,1
arvense,1,1,1
ase,1,1,1
ash_plus_tin_g,1,1,1
ashed,1,1,1
asparagine,1,1,1
aspartic,1,1,1
aspects,1,1,1
assess,1,1,1
associate,1,1,1
associates,1,1,1
association,1,1,1
asterionella,1,1,1
asterisks,1,1,1
asymmetric,1,1,1
atd,1,1,1
ater,1,1,1
atom,1,1,1
attain,1,1,1
attended,1,1,1
attention,1,1,1
attributed,1,1,1
auerswaldii,1,1,1
authors,1,1,1
automate,1,1,1
aveobservedicethickness_cm,1,1,1
aviation,1,1,1
awarded,1,1,1
awards,1,1,1
b_glucosidase,1,1,1
b029r,1,1,1
b051r,1,1,1
b062v,1,1,1
bacillaria,1,1,1
backsaver,1,1,1
bacteria,1,1,1
bag_wt,1,1,1
bahlsii,1,1,1
balfouriana,1,1,1
bambergeri,1,1,1
barometer,1,1,1
barrel,1,1,1
bartlettiana,1,1,1
basecamp,1,1,1
batch,1,1,1
bathy,1,1,1
batteries,1,1,1
bd,1,1,1
beaufort,1,1,1
beer,1,1,1
bell,1,1,1
belonging,1,1,1
belt_width,1,1,1
benz,1,1,1
benzo,1,1,1
benzylic,1,1,1
bern,1,1,1
betaine,1,1,1
bf,1,1,1
bg,1,1,1
bicarbonate,1,1,1
bifrons,1,1,1
bilion,1,1,1
bilunaris,1,1,1
binodis,1,1,1
bioarea,1,1,1
bioclimatic,1,1,1
biome,1,1,1
biseriata,1,1,1
bisulcatum,1,1,1
bitdepth,1,1,1
bivalves,1,1,1
bix,1,1,1
bjork,1,1,1
blepharostoma,1,1,1
blight,1,1,1
blocked,1,1,1
blu,1,1,1
bluefin,1,1,1
boardwalks,1,1,1
boem,1,1,1
boles,1,1,1
bond,1,1,1
borne,1,1,1
bot,1,1,1
boulder,1,1,1
bouts,1,1,1
bpf,1,1,1
br_atoms_err_pptv,1,1,1
br_atoms_pptv,1,1,1
brackets,1,1,1
brackish,1,1,1
bray,1,1,1
brd,1,1,1
breakup,1,1,1
brebisonii,1,1,1
broadband,1,1,1
bs,1,1,1
btc,1,1,1
btf,1,1,1
bubble,1,1,1
buds,1,1,1
bulkdensity,1,1,1
burning,1,1,1
business,1,1,1
butter,1,1,1
buyanoyloxyfucoxanthin,1,1,1
byproduct,1,1,1
c_perc,1,1,1
c130,1,1,1
c17,1,1,1
c21,1,1,1
c23,1,1,1
c25,1,1,1
c27,1,1,1
c29,1,1,1
c3,1,1,1
c32,1,1,1
c6,1,1,1
cable,1,1,1
caco3,1,1,1
calanus,1,1,1
caluclate,1,1,1
cams,1,1,1
cancelled,1,1,1
candidates,1,1,1
cao,1,1,1
capillaris,1,1,1
capitellata,1,1,1
carapace,1,1,1
carbohydrates,1,1,1
carbon:nitrogen,1,1,1
carbone,1,1,1
carbonpool,1,1,1
carefully,1,1,1
carter,1,1,1
catalogue,1,1,1
catascopium,1,1,1
categorized,1,1,1
caused,1,1,1
cautionary,1,1,1
cavalieri,1,1,1
cavm,1,1,1
ccmp,1,1,1
cdna,1,1,1
ceased,1,1,1
cellobioside,1,1,1
cellular,1,1,1
cellulose,1,1,1
censored,1,1,1
centigrade,1,1,1
centrifuge,1,1,1
ceramic,1,1,1
cesatii,1,1,1
cesm,1,1,1
cfc,1,1,1
chamaejasme,1,1,1
chamaepinnularia,1,1,1
characterized,1,1,1
charcoal_depth,1,1,1
checking,1,1,1
chill,1,1,1
chinare,1,1,1
chinese,1,1,1
chla,1,1,1
chlorophyllide,1,1,1
choice,1,1,1
choline,1,1,1
chose,1,1,1
chrysene,1,1,1
chrysophyte,1,1,1
churchill,1,1,1
chyp_abun_orig.xlsx,1,1,1
circumborealis,1,1,1
circumpolar,1,1,1
cirrus6,1,1,1
cis,1,1,1
cistula,1,1,1
citrate,1,1,1
city,1,1,1
cladina,1,1,1
cladocera,1,1,1
cladonia,1,1,1
clarity,1,1,1
clavatum,1,1,1
clevei,1,1,1
clinometer,1,1,1
clip,1,1,1
clock,1,1,1
clone,1,1,1
clones,1,1,1
cloth,1,1,1
clustering,1,1,1
clw,1,1,1
cncode,1,1,1
co2sys,1,1,1
coarser,1,1,1
cocconeiformis,1,1,1
cochlearia,1,1,1
coeffiecent,1,1,1
coi,1,1,1
coil,1,1,1
collagen,1,1,1
collared,1,1,1
colonizing,1,1,1
colored,1,1,1
combine,1,1,1
comensis,1,1,1
comida,1,1,1
communicated,1,1,1
compete,1,1,1
completeness,1,1,1
completion,1,1,1
composites,1,1,1
comprise,1,1,1
concatenated,1,1,1
concenrtation,1,1,1
concentraiton,1,1,1
conducting,1,1,1
conductive,1,1,1
confused,1,1,1
conjugated,1,1,1
connecting,1,1,1
constellation,1,1,1
constrained,1,1,1
constricta,1,1,1
constructed,1,1,1
contacting,1,1,1
container,1,1,1
contaminant,1,1,1
continent,1,1,1
contrasting,1,1,1
contributed,1,1,1
convenient,1,1,1
conventions,1,1,1
converter,1,1,1
convexity,1,1,1
coprostanol,1,1,1
copy,1,1,1
cor,1,1,1
coralline,1,1,1
core1_ts6,1,1,1
core10,1,1,1
core11,1,1,1
core12,1,1,1
core13,1,1,1
core14,1,1,1
core15,1,1,1
core16,1,1,1
core2_ts3,1,1,1
core3_ts8,1,1,1
core4_ts6,1,1,1
core5_ts3,1,1,1
core6_ts4,1,1,1
core8,1,1,1
core9,1,1,1
cored,1,1,1
coresponds,1,1,1
coretop,1,1,1
corners,1,1,1
corr,1,1,1
correlations,1,1,1
cortex,1,1,1
costs,1,1,1
coulometrics,1,1,1
couple,1,1,1
crab,1,1,1
craft,1,1,1
craticula,1,1,1
creatine,1,1,1
creators,1,1,1
crevasses,1,1,1
crocoxanthin,1,1,1
crossed,1,1,1
crown,1,1,1
crucicula,1,1,1
cruiseid,1,1,1
cruising,1,1,1
crustacean,1,1,1
cruz,1,1,1
cryospheric,1,1,1
csiro,1,1,1
csu,1,1,1
culment,1,1,1
cultures,1,1,1
curl,1,1,1
curly,1,1,1
curvula,1,1,1
cuspidata,1,1,1
cutoffs,1,1,1
cuvette,1,1,1
cw,1,1,1
cyclopum,1,1,1
cymbiformis,1,1,1
cystathionine,1,1,1
cysteine,1,1,1
cysts,1,1,1
cytochrome,1,1,1
d_14c,1,1,1
d01106,1,1,1
d132,1,1,1
d13cdic,1,1,1
d22,1,1,1
d2h,1,1,1
d3,1,1,1
d4b1a2a1a,1,1,1
d84,1,1,1
damming,1,1,1
data_cite,1,1,1
data.pgc.umn.edu,1,1,1
dataloggers,1,1,1
date_found,1,1,1
datenum,1,1,1
dc13,1,1,1
ddthh:mm:ssz,1,1,1
de,1,1,1
debitage,1,1,1
decade,1,1,1
decidious,1,1,1
decimeal,1,1,1
declevis,1,1,1
decomposition,1,1,1
deeper,1,1,1
defining,1,1,1
deformation,1,1,1
degnorth,1,1,1
degwest,1,1,1
dehydrogenase,1,1,1
delineated,1,1,1
delineation,1,1,1
deltac13,1,1,1
deltaplus,1,1,1
dems,1,1,1
denotes,1,1,1
denticulata,1,1,1
deposits,1,1,1
depth_m,1,1,1
depth_mweq,1,1,1
depthmax,1,1,1
descriptors,1,1,1
designations,1,1,1
designs,1,1,1
detect,1,1,1
detpth,1,1,1
dezhnevii,1,1,1
dfa,1,1,1
diadema,1,1,1
diadinoxanthin,1,1,1
dial,1,1,1
diameters,1,1,1
diamter,1,1,1
diatoma,1,1,1
diatoxanthin,1,1,1
dibenz,1,1,1
dicranaceae,1,1,1
differing,1,1,1
differs,1,1,1
digest,1,1,1
digestion,1,1,1
digitalglobe,1,1,1
digitalglobe’s,1,1,1
digitizing,1,1,1
digitulus,1,1,1
dilution,1,1,1
dimethyl,1,1,1
dimethylarginine,1,1,1
dimethylglycine,1,1,1
dipnet,1,1,1
discipline,1,1,1
discostella,1,1,1
diskb2015,1,1,1
disolved,1,1,1
dissolbed,1,1,1
dissolved_mercury_flag,1,1,1
distinguished,1,1,1
disturbing,1,1,1
diurnal,1,1,1
dive,1,1,1
divergens,1,1,1
dn,1,1,1
dn15,1,1,1
doc_conc_um,1,1,1
doc_d13c_permil,1,1,1
doc_d14c_permil,1,1,1
doe,1,1,1
dogs,1,1,1
donor,1,1,1
dorsal,1,1,1
dr1050,1,1,1
dr1060,1,1,1
drafts,1,1,1
draw,1,1,1
drawdown,1,1,1
draws,1,1,1
drepa,1,1,1
drier,1,1,1
dry_weight,1,1,1
duplex,1,1,1
duplicated,1,1,1
duplicates,1,1,1
durand,1,1,1
dw,1,1,1
dxs,1,1,1
dy,1,1,1
dyer,1,1,1
dysderidae,1,1,1
dzt,1,1,1
ear,1,1,1
eb,1,1,1
ebullition,1,1,1
echogram,1,1,1
ecotox,1,1,1
ecozone,1,1,1
edges,1,1,1
edited,1,1,1
editor,1,1,1
efficient,1,1,1
effort,1,1,1
eiders,1,1,1
eigenvalues,1,1,1
eims,1,1,1
elastic,1,1,1
electon,1,1,1
electronic,1,1,1
elev,1,1,1
elginensis,1,1,1
ellerbeckia,1,1,1
ellipsoidal,1,1,1
elliptica,1,1,1
elongated,1,1,1
elson,1,1,1
emplacement,1,1,1
employed,1,1,1
encountered,1,1,1
energetics,1,1,1
